"id","name","file","file_size","map_type","analysis_level","modality","target_template_image","description"
"839522","AHAB Subject0157 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0157_LookNeu_Beta.nii.gz","1619023","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839523","AHAB Subject0157 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0157_RegNeg_Beta.nii.gz","1620703","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839524","AHAB Subject0158 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0158_LookNeg_Beta.nii.gz","1627798","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839525","AHAB Subject0158 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0158_LookNeu_Beta.nii.gz","1627714","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839526","AHAB Subject0158 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0158_RegNeg_Beta.nii.gz","1627937","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839527","AHAB Subject0159 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0159_LookNeg_Beta.nii.gz","1577668","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839528","AHAB Subject0159 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0159_LookNeu_Beta.nii.gz","1577963","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839529","AHAB Subject0159 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0159_RegNeg_Beta.nii.gz","1577783","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839530","AHAB Subject0160 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0160_LookNeg_Beta.nii.gz","1733924","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839531","AHAB Subject0160 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0160_LookNeu_Beta.nii.gz","1732440","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839532","AHAB Subject0160 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0160_RegNeg_Beta.nii.gz","1733241","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839533","AHAB Subject0161 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0161_LookNeg_Beta.nii.gz","1687526","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839534","AHAB Subject0161 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0161_LookNeu_Beta.nii.gz","1686341","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839535","AHAB Subject0161 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0161_RegNeg_Beta.nii.gz","1688437","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839536","AHAB Subject0162 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0162_LookNeg_Beta.nii.gz","1568192","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839537","AHAB Subject0162 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0162_LookNeu_Beta.nii.gz","1567474","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839538","AHAB Subject0162 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0162_RegNeg_Beta.nii.gz","1566829","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839539","AHAB Subject0163 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0163_LookNeg_Beta.nii.gz","1649296","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839540","AHAB Subject0163 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0163_LookNeu_Beta.nii.gz","1649539","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839541","AHAB Subject0163 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0163_RegNeg_Beta.nii.gz","1648763","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839542","AHAB Subject0164 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0164_LookNeg_Beta.nii.gz","1723269","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839543","AHAB Subject0164 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0164_LookNeu_Beta.nii.gz","1721873","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839544","AHAB Subject0164 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0164_RegNeg_Beta.nii.gz","1722452","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839545","AHAB Subject0165 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0165_LookNeg_Beta.nii.gz","1715514","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839546","AHAB Subject0165 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0165_LookNeu_Beta.nii.gz","1716651","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839547","AHAB Subject0165 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0165_RegNeg_Beta.nii.gz","1716221","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839548","AHAB Subject0166 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0166_LookNeg_Beta.nii.gz","1737322","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839549","AHAB Subject0166 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0166_LookNeu_Beta.nii.gz","1736220","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839550","AHAB Subject0166 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0166_RegNeg_Beta.nii.gz","1737224","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839551","AHAB Subject0167 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0167_LookNeg_Beta.nii.gz","1656999","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839552","AHAB Subject0167 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0167_LookNeu_Beta.nii.gz","1657384","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839553","AHAB Subject0167 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0167_RegNeg_Beta.nii.gz","1657513","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839554","AHAB Subject0168 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0168_LookNeg_Beta.nii.gz","1710279","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839555","AHAB Subject0168 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0168_LookNeu_Beta.nii.gz","1710328","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839556","AHAB Subject0168 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0168_RegNeg_Beta.nii.gz","1710391","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839557","AHAB Subject0169 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0169_LookNeg_Beta.nii.gz","1686838","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839558","AHAB Subject0169 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0169_LookNeu_Beta.nii.gz","1686125","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839559","AHAB Subject0169 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0169_RegNeg_Beta.nii.gz","1686798","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839560","AHAB Subject0170 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0170_LookNeg_Beta.nii.gz","1644889","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839561","AHAB Subject0170 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0170_LookNeu_Beta.nii.gz","1643514","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839562","AHAB Subject0170 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0170_RegNeg_Beta.nii.gz","1645350","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839563","AHAB Subject0171 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0171_LookNeg_Beta.nii.gz","1750234","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839564","AHAB Subject0171 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0171_LookNeu_Beta.nii.gz","1748977","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839565","AHAB Subject0171 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0171_RegNeg_Beta.nii.gz","1750378","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839566","AHAB Subject0172 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0172_LookNeg_Beta.nii.gz","1709822","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839567","AHAB Subject0172 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0172_LookNeu_Beta.nii.gz","1710863","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839568","AHAB Subject0172 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0172_RegNeg_Beta.nii.gz","1709821","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839569","AHAB Subject0173 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0173_LookNeg_Beta.nii.gz","1736527","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839570","AHAB Subject0173 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0173_LookNeu_Beta.nii.gz","1734332","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839571","AHAB Subject0173 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0173_RegNeg_Beta.nii.gz","1736664","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839572","AHAB Subject0174 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0174_LookNeg_Beta.nii.gz","1685078","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839573","AHAB Subject0174 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0174_LookNeu_Beta.nii.gz","1684476","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839574","AHAB Subject0174 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0174_RegNeg_Beta.nii.gz","1684390","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839575","AHAB Subject0175 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0175_LookNeg_Beta.nii.gz","1675886","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839576","AHAB Subject0175 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0175_LookNeu_Beta.nii.gz","1674640","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839577","AHAB Subject0175 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0175_RegNeg_Beta.nii.gz","1674335","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839578","AHAB Subject0176 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0176_LookNeg_Beta.nii.gz","1669746","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839579","AHAB Subject0176 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0176_LookNeu_Beta.nii.gz","1669230","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839580","AHAB Subject0176 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0176_RegNeg_Beta.nii.gz","1670449","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839581","AHAB Subject0177 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0177_LookNeg_Beta.nii.gz","1664130","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839582","AHAB Subject0177 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0177_LookNeu_Beta.nii.gz","1661753","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839583","AHAB Subject0177 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0177_RegNeg_Beta.nii.gz","1664784","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839584","AHAB Subject0178 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0178_LookNeg_Beta.nii.gz","1670719","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839585","AHAB Subject0178 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0178_LookNeu_Beta.nii.gz","1669452","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839586","AHAB Subject0178 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0178_RegNeg_Beta.nii.gz","1670662","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839587","AHAB Subject0179 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0179_LookNeg_Beta.nii.gz","1662680","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839588","AHAB Subject0179 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0179_LookNeu_Beta.nii.gz","1663112","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839589","AHAB Subject0179 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0179_RegNeg_Beta.nii.gz","1663650","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839590","AHAB Subject0180 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0180_LookNeg_Beta.nii.gz","1697450","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839591","AHAB Subject0180 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0180_LookNeu_Beta.nii.gz","1696543","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839592","AHAB Subject0180 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0180_RegNeg_Beta.nii.gz","1697617","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839593","AHAB Subject0181 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0181_LookNeg_Beta.nii.gz","1691782","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839594","AHAB Subject0181 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0181_LookNeu_Beta.nii.gz","1691485","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839595","AHAB Subject0181 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0181_RegNeg_Beta.nii.gz","1691453","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839596","AHAB Subject0182 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0182_LookNeg_Beta.nii.gz","1674316","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839597","AHAB Subject0182 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0182_LookNeu_Beta.nii.gz","1674895","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
