"id","name","file","file_size","map_type","analysis_level","modality","target_template_image","description"
"839014","PIP Subject0164 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0164_LookNeg_Beta.nii.gz","1957134","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839015","PIP Subject0164 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0164_LookNeu_Beta.nii.gz","1957348","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839016","PIP Subject0164 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0164_RegNeg_Beta.nii.gz","1956991","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839017","PIP Subject0165 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0165_LookNeg_Beta.nii.gz","2053016","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839018","PIP Subject0165 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0165_LookNeu_Beta.nii.gz","2052789","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839019","PIP Subject0165 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0165_RegNeg_Beta.nii.gz","2052110","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839020","PIP Subject0166 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0166_LookNeg_Beta.nii.gz","2007738","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839021","PIP Subject0166 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0166_LookNeu_Beta.nii.gz","2007206","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839022","PIP Subject0166 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0166_RegNeg_Beta.nii.gz","2008106","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839023","PIP Subject0167 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0167_LookNeg_Beta.nii.gz","2004959","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839024","PIP Subject0167 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0167_LookNeu_Beta.nii.gz","2004320","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839025","PIP Subject0167 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0167_RegNeg_Beta.nii.gz","2004515","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839026","PIP Subject0168 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0168_LookNeg_Beta.nii.gz","1969397","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839027","PIP Subject0168 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0168_LookNeu_Beta.nii.gz","1969510","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839028","PIP Subject0168 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0168_RegNeg_Beta.nii.gz","1968906","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839029","PIP Subject0169 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0169_LookNeg_Beta.nii.gz","2027098","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839030","PIP Subject0169 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0169_LookNeu_Beta.nii.gz","2027321","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839031","PIP Subject0169 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0169_RegNeg_Beta.nii.gz","2026628","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839032","PIP Subject0170 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0170_LookNeg_Beta.nii.gz","2029702","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839033","PIP Subject0170 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0170_LookNeu_Beta.nii.gz","2030367","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839034","PIP Subject0170 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0170_RegNeg_Beta.nii.gz","2029764","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839035","PIP Subject0171 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0171_LookNeg_Beta.nii.gz","1972606","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839036","PIP Subject0171 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0171_LookNeu_Beta.nii.gz","1972721","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839037","PIP Subject0171 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0171_RegNeg_Beta.nii.gz","1971712","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839038","PIP Subject0172 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0172_LookNeg_Beta.nii.gz","1879876","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839039","PIP Subject0172 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0172_LookNeu_Beta.nii.gz","1880314","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839040","PIP Subject0172 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0172_RegNeg_Beta.nii.gz","1880845","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839041","PIP Subject0173 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0173_LookNeg_Beta.nii.gz","1942934","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839042","PIP Subject0173 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0173_LookNeu_Beta.nii.gz","1942608","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839043","PIP Subject0173 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0173_RegNeg_Beta.nii.gz","1943291","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839044","PIP Subject0174 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0174_LookNeg_Beta.nii.gz","1848320","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839045","PIP Subject0174 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0174_LookNeu_Beta.nii.gz","1847951","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839046","PIP Subject0174 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0174_RegNeg_Beta.nii.gz","1849749","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839047","PIP Subject0175 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0175_LookNeg_Beta.nii.gz","1871832","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839048","PIP Subject0175 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0175_LookNeu_Beta.nii.gz","1871701","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839049","PIP Subject0175 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0175_RegNeg_Beta.nii.gz","1871999","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839050","PIP Subject0176 LookNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0176_LookNeg_Beta.nii.gz","1801006","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839051","PIP Subject0176 LookNeu Beta","http://neurovault.org/media/images/16266/PIP_Subject0176_LookNeu_Beta.nii.gz","1800746","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839052","PIP Subject0176 RegNeg Beta","http://neurovault.org/media/images/16266/PIP_Subject0176_RegNeg_Beta.nii.gz","1801470","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839053","AHAB Subject0001 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0001_LookNeg_Beta.nii.gz","1788095","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839054","AHAB Subject0001 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0001_LookNeu_Beta.nii.gz","1787918","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839055","AHAB Subject0001 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0001_RegNeg_Beta.nii.gz","1789110","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839056","AHAB Subject0002 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0002_LookNeg_Beta.nii.gz","1676079","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839057","AHAB Subject0002 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0002_LookNeu_Beta.nii.gz","1675475","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839058","AHAB Subject0002 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0002_RegNeg_Beta.nii.gz","1675501","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839059","AHAB Subject0003 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0003_LookNeg_Beta.nii.gz","1723662","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839060","AHAB Subject0003 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0003_LookNeu_Beta.nii.gz","1723530","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839061","AHAB Subject0003 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0003_RegNeg_Beta.nii.gz","1723604","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839062","AHAB Subject0004 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0004_LookNeg_Beta.nii.gz","1742588","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839063","AHAB Subject0004 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0004_LookNeu_Beta.nii.gz","1741550","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839064","AHAB Subject0004 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0004_RegNeg_Beta.nii.gz","1741701","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839065","AHAB Subject0005 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0005_LookNeg_Beta.nii.gz","1721616","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839066","AHAB Subject0005 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0005_LookNeu_Beta.nii.gz","1720759","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839067","AHAB Subject0005 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0005_RegNeg_Beta.nii.gz","1720462","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839068","AHAB Subject0006 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0006_LookNeg_Beta.nii.gz","1745367","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839069","AHAB Subject0006 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0006_LookNeu_Beta.nii.gz","1744543","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839070","AHAB Subject0006 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0006_RegNeg_Beta.nii.gz","1744915","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839071","AHAB Subject0007 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0007_LookNeg_Beta.nii.gz","1682727","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839072","AHAB Subject0007 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0007_LookNeu_Beta.nii.gz","1681911","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839073","AHAB Subject0007 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0007_RegNeg_Beta.nii.gz","1682437","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839074","AHAB Subject0008 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0008_LookNeg_Beta.nii.gz","1528582","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839075","AHAB Subject0008 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0008_LookNeu_Beta.nii.gz","1529220","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839076","AHAB Subject0008 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0008_RegNeg_Beta.nii.gz","1528516","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839077","AHAB Subject0009 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0009_LookNeg_Beta.nii.gz","1752296","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839078","AHAB Subject0009 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0009_LookNeu_Beta.nii.gz","1749359","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839079","AHAB Subject0009 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0009_RegNeg_Beta.nii.gz","1750804","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839080","AHAB Subject0010 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0010_LookNeg_Beta.nii.gz","1512077","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839081","AHAB Subject0010 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0010_LookNeu_Beta.nii.gz","1511237","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839082","AHAB Subject0010 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0010_RegNeg_Beta.nii.gz","1512552","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839083","AHAB Subject0011 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0011_LookNeg_Beta.nii.gz","1698605","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839084","AHAB Subject0011 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0011_LookNeu_Beta.nii.gz","1697895","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839085","AHAB Subject0011 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0011_RegNeg_Beta.nii.gz","1697287","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839086","AHAB Subject0012 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0012_LookNeg_Beta.nii.gz","1789698","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839087","AHAB Subject0012 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0012_LookNeu_Beta.nii.gz","1788469","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839088","AHAB Subject0012 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0012_RegNeg_Beta.nii.gz","1788617","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839089","AHAB Subject0013 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0013_LookNeg_Beta.nii.gz","1735392","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839090","AHAB Subject0013 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0013_LookNeu_Beta.nii.gz","1734913","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839091","AHAB Subject0013 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0013_RegNeg_Beta.nii.gz","1736039","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839092","AHAB Subject0014 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0014_LookNeg_Beta.nii.gz","1627965","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839093","AHAB Subject0014 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0014_LookNeu_Beta.nii.gz","1627535","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839094","AHAB Subject0014 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0014_RegNeg_Beta.nii.gz","1628064","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839095","AHAB Subject0015 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0015_LookNeg_Beta.nii.gz","1661750","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839096","AHAB Subject0015 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0015_LookNeu_Beta.nii.gz","1660993","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839097","AHAB Subject0015 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0015_RegNeg_Beta.nii.gz","1662390","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839098","AHAB Subject0016 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0016_LookNeg_Beta.nii.gz","1750971","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839099","AHAB Subject0016 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0016_LookNeu_Beta.nii.gz","1749940","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839100","AHAB Subject0016 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0016_RegNeg_Beta.nii.gz","1751371","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839101","AHAB Subject0017 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0017_LookNeg_Beta.nii.gz","1740009","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839102","AHAB Subject0017 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0017_LookNeu_Beta.nii.gz","1739263","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839103","AHAB Subject0017 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0017_RegNeg_Beta.nii.gz","1739306","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839104","AHAB Subject0018 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0018_LookNeg_Beta.nii.gz","1690534","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839105","AHAB Subject0018 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0018_LookNeu_Beta.nii.gz","1689211","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839106","AHAB Subject0018 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0018_RegNeg_Beta.nii.gz","1690412","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
"839107","AHAB Subject0019 LookNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0019_LookNeg_Beta.nii.gz","1831966","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0001) - Sn(1) Look Negative Picture*bf(1)'"
"839108","AHAB Subject0019 LookNeu Beta","http://neurovault.org/media/images/16266/AHAB_Subject0019_LookNeu_Beta.nii.gz","1831397","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0002) - Sn(1) Look Neutral Picture*bf(1)'"
"839109","AHAB Subject0019 RegNeg Beta","http://neurovault.org/media/images/16266/AHAB_Subject0019_RegNeg_Beta.nii.gz","1830750","univariate-beta map","single-subject","fMRI-BOLD","MNI152NLin2009cAsym","b'spm_spm:beta (0003) - Sn(1) Reg Negative Picture*bf(1)'"
