dataset,subject,Age,Sex,ERQReappraisal,ERQSuppression,strategy1_reappraise_yn_final,strategy1_best_fit_final,reg_rating,look_neg_rating,look_neu_rating,reg_success,emotion_reactivity
PIP,49,42.5424657534247,1,37,23,1,2,2.07692307692308,2.35714285714286,2.14285714285714,0.28021978021978,0.21428571428572
PIP,50,44.3205479452055,-1,36,14,1,1,2.76923076923077,3.92857142857143,1.07142857142857,1.15934065934066,2.85714285714286
PIP,51,45.3369863013699,1,19,19,1,3,3.86666666666667,4,1,0.13333333333333,3
PIP,52,50.9452054794521,-1,35,25,1,3,3.13333333333333,3.6,1,0.46666666666667,2.6
PIP,53,47.5479452054795,1,33,18,1,8,3.13333333333333,3.4,1.21428571428571,0.26666666666667,2.18571428571429
PIP,54,39.4356164383562,-1,25,19,1,2,4,4.64285714285714,1,0.64285714285714,3.64285714285714
PIP,55,37.8027397260274,1,24,12,1,3,2.14285714285714,3.53333333333333,1.93333333333333,1.39047619047619,1.6
PIP,56,35.2520547945205,-1,42,18,1,3,3,2.53333333333333,1,-0.46666666666667,1.53333333333333
PIP,57,38.9123287671233,1,36,4,1,2,3.35714285714286,4.4,1.15384615384615,1.04285714285714,3.24615384615385
PIP,58,39.5178082191781,-1,27,24,0,9,4.53846153846154,2.66666666666667,2.07692307692308,-1.87179487179487,0.58974358974359
PIP,59,32.5616438356164,-1,27,15,1,2,2.28571428571429,2.73333333333333,1.21428571428571,0.44761904761904,1.51904761904762
PIP,60,44.9835616438356,1,34,18,1,3,2.76923076923077,3.38461538461538,1.57142857142857,0.61538461538461,1.81318681318681
PIP,61,43.9808219178082,-1,31,13,1,2,4.06666666666667,3.71428571428571,1.26666666666667,-0.35238095238096,2.44761904761904
PIP,62,34.7095890410959,1,28,19,1,1,2.66666666666667,3.13333333333333,1,0.46666666666666,2.13333333333333
PIP,63,47.7506849315068,1,32,16,1,3,4,4.46153846153846,1.46666666666667,0.46153846153846,2.99487179487179
PIP,64,37.413698630137,-1,37,21,1,3,2.66666666666667,3.85714285714286,1.13333333333333,1.19047619047619,2.72380952380953
PIP,65,49.3424657534247,1,34,14,1,2,3.25,3.15384615384615,1.26666666666667,-0.0961538461538498,1.88717948717948
PIP,66,34.9972602739726,-1,26,22,1,7,2.8,2.14285714285714,2.2,-0.65714285714286,-0.0571428571428601
PIP,67,35.7397260273973,1,27,15,1,2,2.28571428571429,2.64285714285714,1,0.35714285714285,1.64285714285714
PIP,68,38.2246575342466,-1,26,18,1,1,3.2,3.8,1.93333333333333,0.6,1.86666666666667
PIP,69,36.0931506849315,-1,30,20,1,1,2.4,3.53333333333333,1,1.13333333333333,2.53333333333333
PIP,70,45.5287671232877,1,14,4,1,0,3.13333333333333,3.13333333333333,1.2,0,1.93333333333333
PIP,71,33.0684931506849,1,31,16,1,3,2.26666666666667,2.64285714285714,1.06666666666667,0.37619047619047,1.57619047619047
PIP,72,30.9671232876712,1,32,20,1,2,3.6,4.42857142857143,1.53333333333333,0.82857142857143,2.8952380952381
PIP,73,37.6191780821918,1,31,7,1,2,3.4,4.5,1,1.1,3.5
PIP,74,33.5671232876712,1,31,11,1,3,4.2,4.53333333333333,1,0.33333333333333,3.53333333333333
PIP,75,42.9534246575342,1,38,15,1,3,2.33333333333333,4.13333333333333,1.4,1.8,2.73333333333333
PIP,76,33.9369863013699,-1,30,14,1,8,3.46666666666667,3.6,1.13333333333333,0.13333333333333,2.46666666666667
PIP,77,48.2328767123288,-1,21,18,0,9,3.4,3,1.30769230769231,-0.4,1.69230769230769
PIP,78,45.213698630137,1,28,16,1,1,3.42857142857143,3.42857142857143,1.57142857142857,0,1.85714285714286
PIP,79,48.1232876712329,-1,36,12,1,3,1.2,1.53846153846154,1,0.33846153846154,0.53846153846154
PIP,80,37.2328767123288,-1,31,15,1,8,3.71428571428571,3.53333333333333,1.28571428571429,-0.18095238095238,2.24761904761904
PIP,81,30.4602739726027,-1,24,12,1,1,3.2,3.8,1.33333333333333,0.6,2.46666666666667
PIP,82,36.7397260273973,-1,24,16,1,2,2.8,2.71428571428571,1.06666666666667,-0.0857142857142899,1.64761904761904
PIP,83,33.8,-1,29,10,1,8,3.57142857142857,3.53846153846154,1,-0.0329670329670297,2.53846153846154
PIP,84,43.227397260274,1,28,10,1,7,3.4,3.33333333333333,1.15384615384615,-0.06666666666667,2.17948717948718
PIP,85,47.1452054794521,1,30,19,1,4,3.8,3.8,1.46666666666667,0,2.33333333333333
PIP,86,39.3150684931507,-1,33,15,1,0,3.33333333333333,3.64285714285714,1,0.30952380952381,2.64285714285714
PIP,87,32.4931506849315,-1,20,15,1,1,2.93333333333333,3.66666666666667,1,0.73333333333334,2.66666666666667
PIP,88,37.3095890410959,1,32,14,1,3,4.28571428571429,4,1,-0.28571428571429,3
PIP,89,48.9835616438356,-1,29,22,1,5,3,3,1,0,2
PIP,90,42.2547945205479,1,36,10,1,1,3.26666666666667,3.53333333333333,1.13333333333333,0.26666666666666,2.4
PIP,91,41.0219178082192,-1,39,14,0,2,1.6,3.4,1.2,1.8,2.2
PIP,92,45.1972602739726,1,24,12,1,0,2.8,3.8,2.4,1,1.4
PIP,93,45.6767123287671,-1,32,19,1,0,2.57142857142857,3.92857142857143,1.06666666666667,1.35714285714286,2.86190476190476
PIP,94,30.7342465753425,1,24,14,1,8,2.8,4.30769230769231,1.33333333333333,1.50769230769231,2.97435897435898
PIP,95,31.1917808219178,1,42,17,1,1,4.13333333333333,4.5,1.06666666666667,0.36666666666667,3.43333333333333
PIP,96,44.627397260274,-1,33,14,1,2,3.93333333333333,3.93333333333333,1,0,2.93333333333333
PIP,97,31.758904109589,-1,30,13,1,2,3.13333333333333,4.06666666666667,1.2,0.93333333333334,2.86666666666667
PIP,98,44.5506849315069,1,36,14,1,2,2.5,3.42857142857143,1.44444444444444,0.92857142857143,1.98412698412699
PIP,99,47.8493150684931,1,10,5,1,4,4.2,4,1.13333333333333,-0.2,2.86666666666667
PIP,100,36.5972602739726,-1,23,20,1,2,2.66666666666667,3.73333333333333,1.33333333333333,1.06666666666666,2.4
PIP,101,34.6602739726027,-1,35,18,1,2,2.64285714285714,3.64285714285714,1.4,1,2.24285714285714
PIP,102,31.5643835616438,-1,34,12,1,3,2.8,3.13333333333333,1.4,0.33333333333333,1.73333333333333
PIP,103,32.4520547945205,-1,42,21,1,2,3.06666666666667,3.93333333333333,1.13333333333333,0.86666666666666,2.8
PIP,104,46.6054794520548,1,31,22,1,3,3.42857142857143,3.33333333333333,1.13333333333333,-0.0952380952381002,2.2
PIP,105,47.2520547945205,-1,33,21,0,9,4.4,4.46666666666667,1.42857142857143,0.06666666666667,3.03809523809524
PIP,106,32.2821917808219,1,24,8,1,1,3.18181818181818,4,1.26666666666667,0.81818181818182,2.73333333333333
PIP,107,32.9315068493151,-1,27,20,1,2,2.13333333333333,4,1.33333333333333,1.86666666666667,2.66666666666667
PIP,108,39.2301369863014,1,30,16,1,2,2.38461538461538,3.41666666666667,1.07142857142857,1.03205128205129,2.3452380952381
PIP,109,47.6082191780822,1,35,16,1,2,3.4,3.93333333333333,1.06666666666667,0.53333333333333,2.86666666666666
PIP,110,47.3397260273973,1,33,9,1,4,3.5,4.4,1.06666666666667,0.9,3.33333333333333
PIP,111,31.6438356164384,-1,24,14,1,8,2.73333333333333,2.86666666666667,1,0.13333333333334,1.86666666666667
PIP,112,47.5643835616438,-1,26,17,0,9,5,4.8,1.4,-0.2,3.4
PIP,113,34.5890410958904,1,23,7,1,1,3.73333333333333,3.92857142857143,1.13333333333333,0.1952380952381,2.7952380952381
PIP,114,43.6547945205479,1,27,13,1,1,3.8,4.53333333333333,1.2,0.73333333333333,3.33333333333333
PIP,115,47.041095890411,-1,29,14,1,3,3.63636363636364,3.63636363636364,2,0,1.63636363636364
PIP,116,44.427397260274,-1,31,24,1,1,3.13333333333333,4.13333333333333,1.2,1,2.93333333333333
PIP,117,48.1397260273973,-1,38,16,1,4,4.53333333333333,4.76923076923077,2,0.23589743589744,2.76923076923077
PIP,118,44,1,34,17,1,2,1.53333333333333,2.2,1.13333333333333,0.66666666666667,1.06666666666667
PIP,119,46.7424657534247,1,28,12,1,4,3,4.71428571428571,1.07142857142857,1.71428571428571,3.64285714285714
PIP,120,34.6986301369863,-1,38,22,1,2,2.93333333333333,3.07142857142857,1,0.13809523809524,2.07142857142857
PIP,121,42.5178082191781,-1,25,15,1,2,2.53333333333333,3.13333333333333,1,0.6,2.13333333333333
PIP,122,49.7945205479452,1,25,5,1,2,3.14285714285714,4.78571428571429,1.21428571428571,1.64285714285715,3.57142857142858
PIP,123,43.8986301369863,-1,24,19,1,8,3.66666666666667,3.66666666666667,1.66666666666667,0,2
PIP,124,32.7342465753425,-1,28,19,1,4,1.86666666666667,2.46666666666667,1,0.6,1.46666666666667
PIP,125,41.7205479452055,-1,21,10,1,1,3.2,2.8,1,-0.4,1.8
PIP,126,34.0958904109589,1,39,23,1,8,3.66666666666667,3.28571428571429,1.66666666666667,-0.38095238095238,1.61904761904762
PIP,127,50.8493150684931,1,35,13,1,2,2.46666666666667,3.86666666666667,1.26666666666667,1.4,2.6
PIP,128,40.1397260273973,-1,41,15,1,3,3.21428571428571,4.33333333333333,1.2,1.11904761904762,3.13333333333333
PIP,129,37.1095890410959,1,28,8,1,4,3.73333333333333,3.92857142857143,1.26666666666667,0.1952380952381,2.66190476190476
PIP,130,32.2794520547945,-1,37,16,1,8,2.5,2.71428571428571,1.46666666666667,0.21428571428571,1.24761904761904
PIP,131,50.0520547945206,1,41,28,0,9,3.5,3.36363636363636,2,-0.13636363636364,1.36363636363636
PIP,132,31.0383561643836,-1,34,17,1,2,3.16666666666667,3.28571428571429,1,0.11904761904762,2.28571428571429
PIP,133,51.3671232876712,1,34,14,,,3.6,4.5,1.6,0.9,2.9
PIP,134,42.772602739726,1,31,16,1,1,3.21428571428571,2.77777777777778,1.13333333333333,-0.43650793650793,1.64444444444445
PIP,135,48.2602739726027,-1,26,17,1,1,4.07692307692308,3.86666666666667,2.07692307692308,-0.21025641025641,1.78974358974359
PIP,136,49.2712328767123,1,33,15,1,0,4.46666666666667,4.33333333333333,1.06666666666667,-0.13333333333334,3.26666666666666
PIP,137,30.6438356164384,-1,29,18,1,3,3,4.13333333333333,1.46666666666667,1.13333333333333,2.66666666666666
PIP,138,34.3671232876712,1,30,18,1,3,3.26666666666667,3.2,1.28571428571429,-0.06666666666667,1.91428571428571
PIP,139,40.9698630136986,1,36,12,1,3,4.4,4.2,1.26666666666667,-0.2,2.93333333333333
PIP,140,45.7178082191781,-1,30,17,1,2,1.8,3.07692307692308,1,1.27692307692308,2.07692307692308
PIP,141,43.5397260273973,-1,26,17,1,3,2.09090909090909,2.90909090909091,1.18181818181818,0.81818181818182,1.72727272727273
PIP,142,47.5342465753425,1,28,9,1,4,3.66666666666667,4.15384615384615,1.13333333333333,0.48717948717948,3.02051282051282
PIP,143,47.641095890411,1,21,16,1,8,3.73333333333333,3.92857142857143,2.2,0.1952380952381,1.72857142857143
PIP,144,51.0493150684932,1,33,16,1,7,3,3.14285714285714,1.14285714285714,0.14285714285714,2
PIP,145,44.0602739726027,-1,32,12,1,3,3.46666666666667,4.13333333333333,1.13333333333333,0.66666666666666,3
PIP,146,31.2493150684931,-1,25,14,1,1,4.06666666666667,4,1.06666666666667,-0.06666666666667,2.93333333333333
PIP,147,46.2109589041096,-1,36,11,1,8,2.8,3.4,1.25,0.6,2.15
PIP,148,41.813698630137,-1,24,14,1,1,3.33333333333333,4.21428571428571,1.33333333333333,0.88095238095238,2.88095238095238
PIP,149,41.613698630137,1,34,15,1,2,3.92857142857143,3.92307692307692,1.23076923076923,-0.00549450549451036,2.69230769230769
PIP,150,45.4876712328767,1,32,14,1,4,3.33333333333333,4.2,1.26666666666667,0.86666666666667,2.93333333333333
PIP,151,45.5013698630137,-1,33,17,0,9,3,2.5,1,-0.5,1.5
PIP,152,31.2958904109589,-1,33,12,1,3,2.73333333333333,3.13333333333333,1,0.4,2.13333333333333
PIP,153,44.6219178082192,1,28,20,1,8,3.28571428571429,3.93333333333333,1.06666666666667,0.64761904761904,2.86666666666666
PIP,154,32.8630136986301,1,39,8,1,4,3.42857142857143,4.26666666666667,1.07142857142857,0.83809523809524,3.1952380952381
PIP,155,47.9561643835616,-1,20,14,1,2,2.78571428571429,3.71428571428571,1.06666666666667,0.92857142857142,2.64761904761904
PIP,156,47.0739726027397,1,35,6,1,3,3.5,4.69230769230769,1.4,1.19230769230769,3.29230769230769
PIP,157,32.0794520547945,-1,34,17,1,3,3.81818181818182,3.33333333333333,2.28571428571429,-0.48484848484849,1.04761904761904
PIP,158,40.1972602739726,1,25,15,1,5,2.4,2.5,1,0.1,1.5
PIP,159,31.413698630137,1,33,21,1,2,3.13333333333333,4,1.25,0.86666666666667,2.75
PIP,160,33.827397260274,-1,26,20,0,8,3,2.93333333333333,1.76923076923077,-0.06666666666667,1.16410256410256
PIP,161,42.6986301369863,-1,29,8,1,2,3,3.85714285714286,1,0.85714285714286,2.85714285714286
PIP,162,36.9232876712329,-1,28,17,1,2,3.5,3.26666666666667,1.06666666666667,-0.23333333333333,2.2
PIP,163,38.2301369863014,-1,32,14,1,2,3.33333333333333,4,1.2,0.66666666666667,2.8
PIP,164,31.5260273972603,-1,23,9,1,4,3.57142857142857,4.2,1.13333333333333,0.62857142857143,3.06666666666667
PIP,165,34.972602739726,1,37,9,1,8,3.06666666666667,3.73333333333333,1.16666666666667,0.66666666666666,2.56666666666666
PIP,166,47.6109589041096,1,29,16,1,4,2.53333333333333,2.93333333333333,1.06666666666667,0.4,1.86666666666666
PIP,167,31.7068493150685,1,27,18,1,4,3.26666666666667,3.73333333333333,1.14285714285714,0.46666666666666,2.59047619047619
PIP,168,48.8986301369863,1,29,18,1,2,3.78571428571429,4,1.06666666666667,0.21428571428571,2.93333333333333
PIP,169,39.4109589041096,1,34,26,1,3,3.33333333333333,4.53333333333333,1.07142857142857,1.2,3.46190476190476
PIP,170,47.8794520547945,1,26,13,1,4,3.28571428571429,3.53333333333333,1.46666666666667,0.24761904761904,2.06666666666666
PIP,171,36.7397260273973,-1,35,21,0,1,1.73333333333333,2.33333333333333,1.26666666666667,0.6,1.06666666666666
PIP,172,48.5780821917808,1,24,19,0,9,3.14285714285714,3.18181818181818,1.73333333333333,0.0389610389610398,1.44848484848485
PIP,173,37.158904109589,1,27,12,1,1,3.25,4.14285714285714,1.06666666666667,0.89285714285714,3.07619047619047
PIP,174,44.2027397260274,-1,27,18,1,3,3.46666666666667,3.6,1.26666666666667,0.13333333333333,2.33333333333333
PIP,175,40.6246575342466,-1,33,14,1,3,2.85714285714286,4.42857142857143,1.07142857142857,1.57142857142857,3.35714285714286
PIP,176,48.7068493150685,-1,33,19,1,2,2.30769230769231,3.5,1,1.19230769230769,2.5
